image_id,class_name,x1,y1,x2,y2,source,review_status,notes
45min_after_washout_frame_000,mother_bud_pair,107.0,59.0,160.0,116.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\45min after washout_frame_000.png; box_source=mask_union;seeds=n0+n1+b3
85min_after_washout_frame_001,mother_bud_pair,102.0,47.0,184.0,101.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_001.png; box_source=mask_union;seeds=n1+n0+b0
85min_after_washout_frame_001,early_bud_pair,23.0,109.0,71.0,151.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_001.png; box_source=mask_union;seeds=n3+b1
85min_after_washout_frame_002,mother_bud_pair,107.0,106.0,198.0,155.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_002.png; box_source=mask_union;seeds=n5+n4+b3
85min_after_washout_frame_002,mother_bud_pair,34.0,110.0,86.0,188.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=6; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_002.png; box_source=mask_union;seeds=n8+n6+b6
85min_after_washout_frame_002,mother_bud_pair,80.0,9.0,132.0,88.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_002.png; box_source=mask_union;seeds=n1+n0+b1
85min_after_washout_frame_002,mother_bud_pair,0.0,136.0,29.0,218.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=7; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_002.png; box_source=mask_union;seeds=n7+n9+b7
85min_after_washout_frame_002,mother_bud_pair,121.0,49.0,193.0,116.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_002.png; box_source=mask_union;seeds=n3+n2+b2
85min_after_washout_frame_003,mother_bud_pair,171.0,64.0,254.0,134.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_003.png; box_source=mask_union;seeds=n9+n4+b4
85min_after_washout_frame_003,mother_bud_pair,91.0,80.0,152.0,145.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_003.png; box_source=mask_union;seeds=n5+n11+b5
85min_after_washout_frame_003,mother_bud_pair,155.0,12.0,218.0,75.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_003.png; box_source=mask_union;seeds=n1+n0+b0
85min_after_washout_frame_003,mother_bud_pair,78.0,41.0,166.0,97.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_003.png; box_source=mask_union;seeds=n2+n3+b2
85min_after_washout_frame_003,mother_bud_pair,5.0,75.0,83.0,130.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_003.png; box_source=mask_union;seeds=n7+n6+b3
85min_after_washout_frame_003,mother_bud_pair,49.0,129.0,121.0,185.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=9; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_003.png; box_source=mask_union;seeds=n12+n13+b9
85min_after_washout_frame_003,early_bud_pair,120.0,83.0,168.0,141.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=8; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_003.png; box_source=mask_union;seeds=n8+b8
85min_after_washout_frame_003,single_cell,51.0,97.0,111.0,142.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=10; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_003.png; box_source=mask_union;seeds=n10
85min_after_washout_frame_004,mother_bud_pair,156.0,81.0,219.0,174.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_004.png; box_source=mask_union;seeds=n5+n3+b4
85min_after_washout_frame_004,mother_bud_pair,186.0,129.0,255.0,202.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=7; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_004.png; box_source=mask_union;seeds=n7+n6+b7
85min_after_washout_frame_004,early_bud_pair,110.0,41.0,177.0,100.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_004.png; box_source=mask_union;seeds=n1+b1
85min_after_washout_frame_004,early_bud_pair,200.0,2.0,255.0,59.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_004.png; box_source=mask_union;seeds=n0+b0
85min_after_washout_frame_004,early_bud_pair,41.0,149.0,97.0,214.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=8; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_004.png; box_source=mask_union;seeds=n8+b8
85min_after_washout_frame_004,early_bud_pair,205.0,70.0,255.0,135.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_004.png; box_source=mask_union;seeds=n2+b2
85min_after_washout_frame_004,single_cell,77.0,84.0,122.0,131.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_004.png; box_source=mask_union;seeds=n4
85min_after_washout_frame_005,mother_bud_pair,136.0,48.0,225.0,136.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_005.png; box_source=mask_union;seeds=n11+n6+b4
85min_after_washout_frame_005,mother_bud_pair,210.0,7.0,255.0,102.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_005.png; box_source=mask_union;seeds=n5+n1+b1
85min_after_washout_frame_005,mother_bud_pair,144.0,13.0,210.0,92.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_005.png; box_source=mask_union;seeds=n2+n4+b0
85min_after_washout_frame_005,mother_bud_pair,87.0,67.0,145.0,145.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_005.png; box_source=mask_union;seeds=n12+n8+b5
85min_after_washout_frame_005,mother_bud_pair,28.0,52.0,89.0,120.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_005.png; box_source=mask_union;seeds=n7+n9+b3
85min_after_washout_frame_005,mother_bud_pair,118.0,85.0,178.0,158.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=6; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_005.png; box_source=mask_union;seeds=n10+n13+b6
85min_after_washout_frame_005,early_bud_pair,49.0,44.0,112.0,103.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_005.png; box_source=mask_union;seeds=n3+b2
85min_after_washout_frame_005,single_cell,80.0,14.0,122.0,62.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_005.png; box_source=mask_union;seeds=n0
85min_after_washout_frame_006,early_bud_pair,106.0,115.0,168.0,185.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=6; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_006.png; box_source=mask_union;seeds=n7+b6
85min_after_washout_frame_006,early_bud_pair,213.0,65.0,255.0,128.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_006.png; box_source=mask_union;seeds=n3+b1
85min_after_washout_frame_006,early_bud_pair,146.0,105.0,189.0,149.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_006.png; box_source=mask_union;seeds=n4+b3
85min_after_washout_frame_006,single_cell,58.0,56.0,97.0,95.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_006.png; box_source=mask_union;seeds=n0
85min_after_washout_frame_006,single_cell,27.0,68.0,67.0,103.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_006.png; box_source=mask_union;seeds=n1
85min_after_washout_frame_006,single_cell,77.0,75.0,114.0,112.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_006.png; box_source=mask_union;seeds=n2
85min_after_washout_frame_006,single_cell,41.0,98.0,87.0,135.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_006.png; box_source=mask_union;seeds=n5
85min_after_washout_frame_006,single_cell,183.0,107.0,233.0,149.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=6; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_006.png; box_source=mask_union;seeds=n6
85min_after_washout_frame_006,single_cell,74.0,143.0,116.0,180.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=8; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_006.png; box_source=mask_union;seeds=n8
85min_after_washout_frame_007,mother_bud_pair,93.0,11.0,161.0,84.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_007.png; box_source=mask_union;seeds=n5+n3+b2
85min_after_washout_frame_007,mother_bud_pair,35.0,149.0,102.0,225.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=6; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_007.png; box_source=mask_union;seeds=n7+n8+b6
85min_after_washout_frame_007,mother_bud_pair,116.0,0.0,195.0,38.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_007.png; box_source=mask_union;seeds=n2+n0+b1
85min_after_washout_frame_007,early_bud_pair,124.0,143.0,195.0,180.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_007.png; box_source=mask_union;seeds=n6+b5
85min_after_washout_frame_007,single_cell,227.0,0.0,255.0,19.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_007.png; box_source=mask_union;seeds=n1
85min_after_washout_frame_007,single_cell,80.0,30.0,117.0,73.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_007.png; box_source=mask_union;seeds=n4
85min_after_washout_frame_008,mother_bud_pair,177.0,91.0,230.0,187.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_008.png; box_source=mask_union;seeds=n3+n6+b2
85min_after_washout_frame_008,mother_bud_pair,90.0,103.0,183.0,162.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_008.png; box_source=mask_union;seeds=n4+n5+b1
85min_after_washout_frame_008,mother_bud_pair,43.0,44.0,123.0,105.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_008.png; box_source=mask_union;seeds=n2+n1+b0
85min_after_washout_frame_008,mother_bud_pair,90.0,141.0,177.0,189.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_008.png; box_source=mask_union;seeds=n7+n8+b4
85min_after_washout_frame_008,single_cell,58.0,0.0,97.0,18.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_008.png; box_source=mask_union;seeds=n0
85min_after_washout_frame_009,mother_bud_pair,119.0,55.0,179.0,140.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_009.png; box_source=mask_union;seeds=n3+n7+b3
85min_after_washout_frame_009,mother_bud_pair,130.0,81.0,198.0,174.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_009.png; box_source=mask_union;seeds=n6+n8+b5
85min_after_washout_frame_009,mother_bud_pair,170.0,52.0,248.0,120.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_009.png; box_source=mask_union;seeds=n5+n2+b4
85min_after_washout_frame_009,mother_bud_pair,79.0,43.0,142.0,124.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_009.png; box_source=mask_union;seeds=n4+n1+b1
85min_after_washout_frame_009,early_bud_pair,161.0,0.0,246.0,32.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_009.png; box_source=mask_union;seeds=n0+b0
85min_after_washout_frame_009,single_cell,69.0,229.0,112.0,255.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=9; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_009.png; box_source=mask_union;seeds=n9
85min_after_washout_frame_009,single_cell,0.0,227.0,20.0,255.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=10; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_009.png; box_source=mask_union;seeds=n10
85min_after_washout_frame_010,mother_bud_pair,67.0,163.0,132.0,232.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=14; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_010.png; box_source=mask_union;seeds=n11+n10+b14
85min_after_washout_frame_010,mother_bud_pair,75.0,0.0,141.0,50.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_010.png; box_source=mask_union;seeds=n0+n2+b1
85min_after_washout_frame_010,mother_bud_pair,142.0,108.0,232.0,181.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=11; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_010.png; box_source=mask_union;seeds=n9+n7+b11
85min_after_washout_frame_010,mother_bud_pair,58.0,65.0,139.0,118.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=6; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_010.png; box_source=mask_union;seeds=n5+n3+b6
85min_after_washout_frame_010,early_bud_pair,15.0,0.0,84.0,39.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_010.png; box_source=mask_union;seeds=n1+b0
85min_after_washout_frame_010,early_bud_pair,66.0,137.0,97.0,192.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=13; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_010.png; box_source=mask_union;seeds=n8+b13
85min_after_washout_frame_010,early_bud_pair,26.0,61.0,65.0,118.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_010.png; box_source=mask_union;seeds=n4+b5
85min_after_washout_frame_010,early_bud_pair,217.0,185.0,255.0,226.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=18; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_010.png; box_source=mask_union;seeds=n12+b18
85min_after_washout_frame_010,early_bud_pair,108.0,187.0,177.0,237.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=16; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_010.png; box_source=mask_union;seeds=n13+b16
85min_after_washout_frame_010,single_cell,61.0,124.0,92.0,150.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=6; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_010.png; box_source=mask_union;seeds=n6
85min_after_washout_frame_011,mother_bud_pair,119.0,148.0,174.0,225.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_011.png; box_source=mask_union;seeds=n11+n10+b5
85min_after_washout_frame_011,mother_bud_pair,149.0,47.0,204.0,104.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_011.png; box_source=mask_union;seeds=n3+n4+b1
85min_after_washout_frame_011,mother_bud_pair,170.0,0.0,231.0,59.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_011.png; box_source=mask_union;seeds=n0+n1+b0
85min_after_washout_frame_011,mother_bud_pair,105.0,88.0,146.0,157.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_011.png; box_source=mask_union;seeds=n5+n7+b3
85min_after_washout_frame_011,early_bud_pair,147.0,83.0,194.0,127.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_011.png; box_source=mask_union;seeds=n6+b2
85min_after_washout_frame_011,early_bud_pair,75.0,138.0,124.0,176.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_011.png; box_source=mask_union;seeds=n9+b4
85min_after_washout_frame_011,single_cell,193.0,50.0,234.0,86.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_011.png; box_source=mask_union;seeds=n2
85min_after_washout_frame_011,single_cell,146.0,139.0,183.0,174.0,v6_mask_aware_pseudo_label,needs_review,unpaired_green_nucleus; nucleus_idx=8; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_011.png; box_source=mask_union;seeds=n8
85min_after_washout_frame_012,mother_bud_pair,138.0,21.0,213.0,104.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_012.png; box_source=mask_union;seeds=n0+n4+b1
85min_after_washout_frame_012,mother_bud_pair,183.0,94.0,246.0,183.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=7; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_012.png; box_source=mask_union;seeds=n10+n6+b7
85min_after_washout_frame_012,mother_bud_pair,59.0,73.0,106.0,157.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=5; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_012.png; box_source=mask_union;seeds=n8+n5+b5
85min_after_washout_frame_012,mother_bud_pair,97.0,112.0,135.0,185.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=8; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_012.png; box_source=mask_union;seeds=n11+n9+b8
85min_after_washout_frame_012,mother_bud_pair,79.0,26.0,160.0,100.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_012.png; box_source=mask_union;seeds=n2+n1+b3
85min_after_washout_frame_012,early_bud_pair,133.0,104.0,208.0,160.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=6; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_012.png; box_source=mask_union;seeds=n7+b6
85min_after_washout_frame_012,early_bud_pair,171.0,51.0,214.0,112.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_012.png; box_source=mask_union;seeds=n3+b4
85min_after_washout_frame_012,early_bud_pair,138.0,167.0,213.0,213.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=9; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_012.png; box_source=mask_union;seeds=n12+b9
85min_after_washout_frame_013,mother_bud_pair,18.0,79.0,108.0,140.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=2; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_013.png; box_source=mask_union;seeds=n2+n4+b2
85min_after_washout_frame_013,mother_bud_pair,106.0,125.0,202.0,174.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=3; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_013.png; box_source=mask_union;seeds=n6+n5+b3
85min_after_washout_frame_013,mother_bud_pair,75.0,141.0,168.0,203.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=4; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_013.png; box_source=mask_union;seeds=n7+n8+b4
85min_after_washout_frame_013,mother_bud_pair,37.0,29.0,112.0,89.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=0; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_013.png; box_source=mask_union;seeds=n0+n1+b0
85min_after_washout_frame_013,early_bud_pair,77.0,57.0,130.0,122.0,v6_mask_aware_pseudo_label,needs_review,one_nucleus_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_013.png; box_source=mask_union;seeds=n3+b1
85min_after_washout_frame_014,mother_bud_pair,102.0,74.0,189.0,144.0,v6_mask_aware_pseudo_label,needs_review,two_nuclei_near_budneck; budneck_idx=1; mask_source=v6_ml_detection\sam_masks\prompted_mobile_sam_from_source_tifs\instances\85min after washout_frame_014.png; box_source=mask_union;seeds=n0+n2+b1
