label_id,image_id,class_name,x1,y1,x2,y2,source,review_status,notes
273,training_1_frame_049,single_cell,68.00,45.00,100.00,72.00,manual_review_app,reviewed,
274,training_1_frame_049,early_bud_pair,71.00,61.00,128.00,87.00,manual_review_app,reviewed,
275,training_1_frame_049,mother_bud_pair,107.00,62.00,154.00,94.00,manual_review_app,reviewed,
276,training_1_frame_049,mother_bud_pair,93.00,97.00,157.00,123.00,manual_review_app,reviewed,
277,training_1_frame_033,mother_bud_pair,47.00,87.00,101.00,151.00,manual_review_app,reviewed,
278,training_1_frame_033,single_cell,103.00,137.00,139.00,167.00,manual_review_app,reviewed,
279,training_1_frame_033,early_bud_pair,71.00,153.00,117.00,176.00,manual_review_app,reviewed,
280,training_1_frame_033,single_cell,139.00,51.00,174.00,88.00,manual_review_app,reviewed,
281,training_1_frame_033,single_cell,173.00,50.00,202.00,80.00,manual_review_app,reviewed,
282,training_1_frame_033,single_cell,153.00,82.00,202.00,101.00,manual_review_app,reject,
283,training_1_frame_033,single_cell,164.00,83.00,200.00,107.00,manual_review_app,reviewed,
284,training_1_frame_033,single_cell,173.00,108.00,208.00,142.00,manual_review_app,reviewed,
285,training_1_frame_012,early_bud_pair,203.00,159.00,245.00,198.00,manual_review_app,reject,
286,training_1_frame_012,early_bud_pair,198.00,154.00,241.00,196.00,manual_review_app,reviewed,
287,training_1_frame_012,early_bud_pair,126.00,103.00,159.00,150.00,manual_review_app,reviewed,
288,training_1_frame_012,single_cell,99.00,129.00,137.00,167.00,manual_review_app,reviewed,
289,training_1_frame_012,early_bud_pair,93.00,78.00,137.00,125.00,manual_review_app,reject,
290,training_1_frame_012,early_bud_pair,92.00,74.00,132.00,121.00,manual_review_app,reviewed,
291,training_1_frame_012,early_bud_pair,115.00,63.00,142.00,95.00,manual_review_app,reviewed,
292,training_1_frame_012,single_cell,147.00,66.00,183.00,102.00,manual_review_app,reviewed,
293,training_1_frame_012,single_cell,159.00,101.00,209.00,129.00,manual_review_app,reviewed,
294,training_1_frame_004,early_bud_pair,98.00,18.00,142.00,65.00,manual_review_app,reviewed,
295,training_1_frame_004,single_cell,105.00,94.00,145.00,130.00,manual_review_app,reviewed,
296,training_1_frame_004,single_cell,84.00,132.00,118.00,156.00,manual_review_app,reviewed,
297,training_1_frame_004,single_cell,112.00,139.00,148.00,179.00,manual_review_app,reviewed,
298,training_1_frame_043,single_cell,137.00,143.00,167.00,171.00,manual_review_app,reviewed,
299,training_1_frame_043,single_cell,149.00,172.00,192.00,204.00,manual_review_app,reviewed,
300,training_1_frame_043,single_cell,128.00,180.00,161.00,209.00,manual_review_app,reviewed,
301,training_1_frame_043,single_cell,100.00,172.00,137.00,212.00,manual_review_app,reviewed,
302,training_1_frame_043,early_bud_pair,95.00,53.00,142.00,90.00,manual_review_app,reviewed,
303,training_1_frame_016,single_cell,165.00,145.00,204.00,184.00,manual_review_app,reviewed,
304,training_1_frame_016,single_cell,83.00,63.00,115.00,89.00,manual_review_app,reviewed,
305,training_1_frame_016,single_cell,104.00,88.00,134.00,109.00,manual_review_app,reviewed,
306,training_1_frame_016,single_cell,125.00,100.00,160.00,130.00,manual_review_app,reviewed,
307,training_1_frame_016,single_cell,157.00,107.00,191.00,144.00,manual_review_app,reviewed,
308,training_1_frame_041,single_cell,137.00,109.00,175.00,142.00,manual_review_app,reviewed,
309,training_1_frame_041,single_cell,119.00,83.00,158.00,111.00,manual_review_app,reviewed,
310,training_1_frame_041,single_cell,118.00,57.00,165.00,88.00,manual_review_app,reviewed,
311,training_1_frame_041,single_cell,113.00,23.00,151.00,56.00,manual_review_app,reviewed,
312,training_2_frame_020,early_bud_pair,63.00,148.00,107.00,186.00,manual_review_app,reviewed,
313,training_2_frame_020,early_bud_pair,196.00,83.00,251.00,117.00,manual_review_app,reviewed,
314,training_2_frame_020,early_bud_pair,147.00,63.00,180.00,106.00,manual_review_app,reviewed,
315,training_2_frame_020,early_bud_pair,161.00,1.00,197.00,32.00,manual_review_app,reject,
316,training_2_frame_020,early_bud_pair,164.00,2.00,200.00,34.00,manual_review_app,reviewed,
317,training_2_frame_020,single_cell,58.00,111.00,96.00,147.00,manual_review_app,reviewed,
318,training_2_frame_020,single_cell,88.00,133.00,134.00,176.00,manual_review_app,reject,
319,training_2_frame_020,single_cell,87.00,134.00,122.00,170.00,manual_review_app,reviewed,
320,training_2_frame_020,single_cell,209.00,35.00,238.00,59.00,manual_review_app,reviewed,
321,training_2_frame_020,single_cell,195.00,10.00,229.00,32.00,manual_review_app,reviewed,
322,training_2_frame_020,single_cell,176.00,32.00,209.00,54.00,manual_review_app,reviewed,
323,training_2_frame_020,single_cell,177.00,64.00,206.00,90.00,manual_review_app,reviewed,
324,training_2_frame_020,mother_bud_pair,170.00,91.00,214.00,136.00,manual_review_app,reviewed,
325,training_2_frame_065,mother_bud_pair,63.00,79.00,116.00,129.00,manual_review_app,reviewed,
326,training_2_frame_065,mother_bud_pair,61.00,134.00,130.00,169.00,manual_review_app,reviewed,
327,training_2_frame_065,single_cell,135.00,67.00,178.00,104.00,manual_review_app,reviewed,
328,training_2_frame_065,single_cell,110.00,171.00,148.00,197.00,manual_review_app,reviewed,
329,training_2_frame_065,single_cell,140.00,183.00,167.00,212.00,manual_review_app,reviewed,
330,training_2_frame_065,single_cell,108.00,1.00,143.00,18.00,manual_review_app,reviewed,
331,training_2_frame_065,single_cell,123.00,17.00,158.00,42.00,manual_review_app,reviewed,
332,training_2_frame_083,mother_bud_pair,8.00,43.00,67.00,89.00,manual_review_app,reviewed,
333,training_2_frame_083,early_bud_pair,175.00,42.00,240.00,83.00,manual_review_app,reviewed,
334,training_2_frame_083,early_bud_pair,211.00,120.00,254.00,162.00,manual_review_app,reviewed,
335,training_2_frame_083,single_cell,17.00,112.00,46.00,149.00,manual_review_app,reviewed,
336,training_2_frame_083,early_bud_pair,49.00,112.00,88.00,175.00,manual_review_app,reviewed,
337,training_2_frame_083,mother_bud_pair,159.00,112.00,202.00,167.00,manual_review_app,reviewed,
338,training_2_frame_041,early_bud_pair,19.00,73.00,59.00,113.00,manual_review_app,reviewed,
339,training_2_frame_041,single_cell,72.00,67.00,102.00,103.00,manual_review_app,reviewed,
340,training_2_frame_041,single_cell,52.00,87.00,80.00,123.00,manual_review_app,reviewed,
341,training_2_frame_041,single_cell,15.00,101.00,45.00,133.00,manual_review_app,reviewed,
342,training_2_frame_041,single_cell,32.00,175.00,69.00,215.00,manual_review_app,reviewed,
343,training_2_frame_041,mother_bud_pair,190.00,62.00,251.00,107.00,manual_review_app,reviewed,
344,training_2_frame_008,mother_bud_pair,151.00,131.00,218.00,167.00,manual_review_app,reviewed,
345,training_2_frame_008,mother_bud_pair,6.00,15.00,60.00,59.00,manual_review_app,reviewed,
346,training_2_frame_008,single_cell,71.00,15.00,103.00,49.00,manual_review_app,reviewed,
347,training_2_frame_008,single_cell,48.00,49.00,92.00,82.00,manual_review_app,reviewed,
348,training_2_frame_008,single_cell,144.00,71.00,181.00,114.00,manual_review_app,reviewed,
349,training_2_frame_008,single_cell,168.00,106.00,212.00,132.00,manual_review_app,reviewed,
350,training_2_frame_008,mother_bud_pair,90.00,45.00,136.00,78.00,manual_review_app,reviewed,
351,training_2_frame_099,early_bud_pair,60.00,109.00,98.00,167.00,manual_review_app,reviewed,
352,training_2_frame_099,mother_bud_pair,112.00,111.00,180.00,187.00,manual_review_app,reviewed,
353,training_2_frame_099,mother_bud_pair,106.00,41.00,181.00,95.00,manual_review_app,reviewed,
354,training_2_frame_090,mother_bud_pair,31.00,62.00,86.00,131.00,manual_review_app,reviewed,
355,training_2_frame_090,mother_bud_pair,157.00,8.00,223.00,62.00,manual_review_app,reviewed,
356,training_2_frame_090,single_cell,111.00,33.00,150.00,78.00,manual_review_app,reviewed,
357,training_2_frame_090,single_cell,78.00,164.00,121.00,199.00,manual_review_app,reviewed,
358,training_2_frame_090,early_bud_pair,115.00,177.00,181.00,203.00,manual_review_app,reject,
359,training_2_frame_090,early_bud_pair,123.00,175.00,182.00,211.00,manual_review_app,reviewed,
360,training_2_frame_079,mother_bud_pair,49.00,184.00,96.00,239.00,manual_review_app,reject,
361,training_2_frame_079,mother_bud_pair,46.00,199.00,112.00,248.00,manual_review_app,reviewed,
362,training_2_frame_079,early_bud_pair,153.00,96.00,213.00,136.00,manual_review_app,reviewed,
363,training_2_frame_079,mother_bud_pair,99.00,28.00,147.00,95.00,manual_review_app,reviewed,
364,training_2_frame_068,mother_bud_pair,56.00,58.00,111.00,108.00,manual_review_app,reviewed,
365,training_2_frame_068,mother_bud_pair,210.00,182.00,249.00,228.00,manual_review_app,reviewed,
366,training_2_frame_068,mother_bud_pair,106.00,128.00,161.00,173.00,manual_review_app,reviewed,
367,training_2_frame_068,single_cell,51.00,113.00,85.00,147.00,manual_review_app,reviewed,
368,training_2_frame_068,single_cell,88.00,117.00,109.00,149.00,manual_review_app,reviewed,
369,training_2_frame_058,early_bud_pair,78.00,31.00,116.00,90.00,manual_review_app,reviewed,
370,training_2_frame_058,mother_bud_pair,179.00,92.00,240.00,130.00,manual_review_app,reviewed,
371,training_2_frame_058,mother_bud_pair,134.00,75.00,183.00,130.00,manual_review_app,reviewed,
372,training_2_frame_047,single_cell,66.00,42.00,98.00,73.00,manual_review_app,reviewed,
373,training_2_frame_047,single_cell,53.00,66.00,84.00,92.00,manual_review_app,reviewed,
374,training_2_frame_047,early_bud_pair,91.00,61.00,127.00,85.00,manual_review_app,reviewed,
375,training_2_frame_047,early_bud_pair,101.00,101.00,126.00,129.00,manual_review_app,reviewed,
376,training_2_frame_047,early_bud_pair,84.00,120.00,113.00,165.00,manual_review_app,reviewed,
377,training_2_frame_047,mother_bud_pair,59.00,87.00,112.00,126.00,manual_review_app,reviewed,
378,training_2_frame_028,mother_bud_pair,60.00,71.00,111.00,125.00,manual_review_app,reviewed,
379,training_2_frame_028,single_cell,71.00,158.00,107.00,197.00,manual_review_app,reviewed,
380,training_2_frame_028,early_bud_pair,109.00,130.00,161.00,164.00,manual_review_app,reviewed,
381,training_2_frame_028,early_bud_pair,118.00,2.00,165.00,49.00,manual_review_app,reviewed,
382,training_2_frame_017,single_cell,119.00,144.00,146.00,170.00,manual_review_app,reviewed,
383,training_2_frame_017,early_bud_pair,96.00,122.00,130.00,153.00,manual_review_app,reviewed,
384,training_2_frame_017,single_cell,73.00,80.00,108.00,117.00,manual_review_app,reviewed,
385,training_2_frame_017,single_cell,102.00,74.00,139.00,116.00,manual_review_app,reviewed,
386,training_2_frame_017,single_cell,112.00,51.00,139.00,86.00,manual_review_app,reviewed,
387,training_2_frame_017,single_cell,123.00,28.00,148.00,56.00,manual_review_app,reviewed,
388,training_2_frame_017,early_bud_pair,143.00,43.00,173.00,82.00,manual_review_app,reviewed,
389,training_2_frame_001,single_cell,23.00,31.00,68.00,69.00,manual_review_app,reviewed,
390,training_2_frame_001,early_bud_pair,89.00,76.00,121.00,116.00,manual_review_app,reviewed,
391,training_2_frame_001,early_bud_pair,112.00,106.00,146.00,144.00,manual_review_app,reject,
392,training_2_frame_001,early_bud_pair,104.00,109.00,146.00,146.00,manual_review_app,reviewed,
393,training_2_frame_001,early_bud_pair,129.00,121.00,170.00,162.00,manual_review_app,reviewed,
394,training_2_frame_001,mother_bud_pair,138.00,139.00,186.00,185.00,manual_review_app,reviewed,
395,training_2_frame_102,early_bud_pair,82.00,84.00,129.00,130.00,manual_review_app,reviewed,
396,training_2_frame_102,early_bud_pair,190.00,68.00,232.00,104.00,manual_review_app,reviewed,
397,training_2_frame_102,single_cell,173.00,77.00,202.00,106.00,manual_review_app,reviewed,
398,training_2_frame_102,single_cell,58.00,51.00,99.00,90.00,manual_review_app,reviewed,
399,training_2_frame_102,single_cell,54.00,92.00,86.00,117.00,manual_review_app,reviewed,
400,training_2_frame_077,mother_bud_pair,21.00,93.00,66.00,153.00,manual_review_app,reviewed,
401,training_2_frame_077,mother_bud_pair,151.00,59.00,206.00,111.00,manual_review_app,reviewed,
402,training_2_frame_077,mother_bud_pair,135.00,144.00,209.00,191.00,manual_review_app,reviewed,
403,training_2_frame_061,mother_bud_pair,108.00,108.00,163.00,144.00,manual_review_app,reviewed,
404,training_2_frame_061,early_bud_pair,166.00,128.00,229.00,187.00,manual_review_app,reviewed,
405,training_2_frame_061,single_cell,73.00,54.00,110.00,80.00,manual_review_app,reviewed,
406,training_2_frame_061,single_cell,85.00,82.00,121.00,105.00,manual_review_app,reviewed,
407,training_2_frame_045,single_cell,129.00,130.00,153.00,158.00,manual_review_app,reviewed,
408,training_2_frame_045,single_cell,135.00,100.00,170.00,132.00,manual_review_app,reviewed,
409,training_2_frame_045,single_cell,75.00,91.00,109.00,119.00,manual_review_app,reviewed,
410,training_2_frame_045,single_cell,110.00,102.00,133.00,135.00,manual_review_app,reviewed,
411,training_2_frame_032,early_bud_pair,67.00,33.00,114.00,60.00,manual_review_app,reviewed,
412,training_2_frame_032,mother_bud_pair,98.00,71.00,150.00,128.00,manual_review_app,reviewed,
413,training_2_frame_032,early_bud_pair,76.00,55.00,128.00,91.00,manual_review_app,reviewed,
414,training_2_frame_032,single_cell,164.00,85.00,188.00,111.00,manual_review_app,reviewed,
415,training_2_frame_023,early_bud_pair,100.00,29.00,140.00,75.00,manual_review_app,reviewed,
416,training_2_frame_023,early_bud_pair,49.00,111.00,111.00,157.00,manual_review_app,reviewed,
417,training_2_frame_023,early_bud_pair,178.00,123.00,240.00,175.00,manual_review_app,reviewed,
418,training_2_frame_010,mother_bud_pair,96.00,40.00,139.00,91.00,manual_review_app,reviewed,
419,training_2_frame_010,single_cell,27.00,89.00,59.00,115.00,manual_review_app,reviewed,
420,training_2_frame_010,single_cell,55.00,93.00,89.00,121.00,manual_review_app,reviewed,
421,training_2_frame_010,early_bud_pair,40.00,65.00,89.00,101.00,manual_review_app,reviewed,
422,training_2_frame_010,mother_bud_pair,85.00,95.00,127.00,138.00,manual_review_app,reviewed,
423,training_2_frame_107,mother_bud_pair,86.00,180.00,139.00,229.00,manual_review_app,reviewed,
424,training_2_frame_107,single_cell,49.00,74.00,84.00,103.00,manual_review_app,reviewed,
425,training_2_frame_107,single_cell,78.00,59.00,117.00,94.00,manual_review_app,reviewed,
426,training_2_frame_040,mother_bud_pair,113.00,83.00,170.00,111.00,manual_review_app,reviewed,
427,training_2_frame_040,early_bud_pair,163.00,33.00,195.00,92.00,manual_review_app,reviewed,
428,training_2_frame_040,early_bud_pair,117.00,54.00,150.00,90.00,manual_review_app,reviewed,
429,training_2_frame_040,early_bud_pair,119.00,13.00,162.00,62.00,manual_review_app,reviewed,
