image_id,image_path,width,height,split,annotation_status,notes
alphafactor_arrest_frame_022,result_pic\from_source_tifs\RGB\alphafactor arrest_frame_022.png,256,256,train,unreviewed,source_tifs=alphafactor arrest GFP_center.tif;alphafactor arrest mCherry_center.tif;alphafactor arrest Trans_center.tif
alphafactor_arrest_frame_023,result_pic\from_source_tifs\RGB\alphafactor arrest_frame_023.png,256,256,test,unreviewed,source_tifs=alphafactor arrest GFP_center.tif;alphafactor arrest mCherry_center.tif;alphafactor arrest Trans_center.tif
alphafactor_arrest_frame_024,result_pic\from_source_tifs\RGB\alphafactor arrest_frame_024.png,256,256,train,unreviewed,source_tifs=alphafactor arrest GFP_center.tif;alphafactor arrest mCherry_center.tif;alphafactor arrest Trans_center.tif
alphafactor_arrest_frame_025,result_pic\from_source_tifs\RGB\alphafactor arrest_frame_025.png,256,256,train,unreviewed,source_tifs=alphafactor arrest GFP_center.tif;alphafactor arrest mCherry_center.tif;alphafactor arrest Trans_center.tif
alphafactor_arrest_frame_026,result_pic\from_source_tifs\RGB\alphafactor arrest_frame_026.png,256,256,train,unreviewed,source_tifs=alphafactor arrest GFP_center.tif;alphafactor arrest mCherry_center.tif;alphafactor arrest Trans_center.tif
alphafactor_arrest_frame_027,result_pic\from_source_tifs\RGB\alphafactor arrest_frame_027.png,256,256,train,unreviewed,source_tifs=alphafactor arrest GFP_center.tif;alphafactor arrest mCherry_center.tif;alphafactor arrest Trans_center.tif
alphafactor_arrest_frame_028,result_pic\from_source_tifs\RGB\alphafactor arrest_frame_028.png,256,256,train,unreviewed,source_tifs=alphafactor arrest GFP_center.tif;alphafactor arrest mCherry_center.tif;alphafactor arrest Trans_center.tif
training_1_frame_000,result_pic\from_source_tifs\RGB\training_1_frame_000.png,256,256,test,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_001,result_pic\from_source_tifs\RGB\training_1_frame_001.png,256,256,test,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_002,result_pic\from_source_tifs\RGB\training_1_frame_002.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_003,result_pic\from_source_tifs\RGB\training_1_frame_003.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_004,result_pic\from_source_tifs\RGB\training_1_frame_004.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_005,result_pic\from_source_tifs\RGB\training_1_frame_005.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_006,result_pic\from_source_tifs\RGB\training_1_frame_006.png,256,256,val,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_007,result_pic\from_source_tifs\RGB\training_1_frame_007.png,256,256,test,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_008,result_pic\from_source_tifs\RGB\training_1_frame_008.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_009,result_pic\from_source_tifs\RGB\training_1_frame_009.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_010,result_pic\from_source_tifs\RGB\training_1_frame_010.png,256,256,test,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_011,result_pic\from_source_tifs\RGB\training_1_frame_011.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_012,result_pic\from_source_tifs\RGB\training_1_frame_012.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_013,result_pic\from_source_tifs\RGB\training_1_frame_013.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_014,result_pic\from_source_tifs\RGB\training_1_frame_014.png,256,256,val,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_015,result_pic\from_source_tifs\RGB\training_1_frame_015.png,256,256,val,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_016,result_pic\from_source_tifs\RGB\training_1_frame_016.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_017,result_pic\from_source_tifs\RGB\training_1_frame_017.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_018,result_pic\from_source_tifs\RGB\training_1_frame_018.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_019,result_pic\from_source_tifs\RGB\training_1_frame_019.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_020,result_pic\from_source_tifs\RGB\training_1_frame_020.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_021,result_pic\from_source_tifs\RGB\training_1_frame_021.png,256,256,val,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_022,result_pic\from_source_tifs\RGB\training_1_frame_022.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_023,result_pic\from_source_tifs\RGB\training_1_frame_023.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_024,result_pic\from_source_tifs\RGB\training_1_frame_024.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_025,result_pic\from_source_tifs\RGB\training_1_frame_025.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_026,result_pic\from_source_tifs\RGB\training_1_frame_026.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_027,result_pic\from_source_tifs\RGB\training_1_frame_027.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_028,result_pic\from_source_tifs\RGB\training_1_frame_028.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_029,result_pic\from_source_tifs\RGB\training_1_frame_029.png,256,256,val,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_030,result_pic\from_source_tifs\RGB\training_1_frame_030.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_031,result_pic\from_source_tifs\RGB\training_1_frame_031.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_032,result_pic\from_source_tifs\RGB\training_1_frame_032.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_033,result_pic\from_source_tifs\RGB\training_1_frame_033.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_034,result_pic\from_source_tifs\RGB\training_1_frame_034.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_035,result_pic\from_source_tifs\RGB\training_1_frame_035.png,256,256,val,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_036,result_pic\from_source_tifs\RGB\training_1_frame_036.png,256,256,test,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_037,result_pic\from_source_tifs\RGB\training_1_frame_037.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_038,result_pic\from_source_tifs\RGB\training_1_frame_038.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_039,result_pic\from_source_tifs\RGB\training_1_frame_039.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_040,result_pic\from_source_tifs\RGB\training_1_frame_040.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_041,result_pic\from_source_tifs\RGB\training_1_frame_041.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_042,result_pic\from_source_tifs\RGB\training_1_frame_042.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_043,result_pic\from_source_tifs\RGB\training_1_frame_043.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_044,result_pic\from_source_tifs\RGB\training_1_frame_044.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_045,result_pic\from_source_tifs\RGB\training_1_frame_045.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_046,result_pic\from_source_tifs\RGB\training_1_frame_046.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_047,result_pic\from_source_tifs\RGB\training_1_frame_047.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_048,result_pic\from_source_tifs\RGB\training_1_frame_048.png,256,256,val,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_049,result_pic\from_source_tifs\RGB\training_1_frame_049.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_050,result_pic\from_source_tifs\RGB\training_1_frame_050.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_051,result_pic\from_source_tifs\RGB\training_1_frame_051.png,256,256,test,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_052,result_pic\from_source_tifs\RGB\training_1_frame_052.png,256,256,val,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_053,result_pic\from_source_tifs\RGB\training_1_frame_053.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_054,result_pic\from_source_tifs\RGB\training_1_frame_054.png,256,256,val,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_055,result_pic\from_source_tifs\RGB\training_1_frame_055.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_056,result_pic\from_source_tifs\RGB\training_1_frame_056.png,256,256,val,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_057,result_pic\from_source_tifs\RGB\training_1_frame_057.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_058,result_pic\from_source_tifs\RGB\training_1_frame_058.png,256,256,test,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_059,result_pic\from_source_tifs\RGB\training_1_frame_059.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_060,result_pic\from_source_tifs\RGB\training_1_frame_060.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_061,result_pic\from_source_tifs\RGB\training_1_frame_061.png,256,256,test,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_062,result_pic\from_source_tifs\RGB\training_1_frame_062.png,256,256,val,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_063,result_pic\from_source_tifs\RGB\training_1_frame_063.png,256,256,test,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_1_frame_064,result_pic\from_source_tifs\RGB\training_1_frame_064.png,256,256,train,unreviewed,source_tifs=training_1_GFP_center.tif;training_1_mCherry_center.tif;training_1_Trans_center.tif
training_2_frame_000,result_pic\from_source_tifs\RGB\training_2_frame_000.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_001,result_pic\from_source_tifs\RGB\training_2_frame_001.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_002,result_pic\from_source_tifs\RGB\training_2_frame_002.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_003,result_pic\from_source_tifs\RGB\training_2_frame_003.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_004,result_pic\from_source_tifs\RGB\training_2_frame_004.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_005,result_pic\from_source_tifs\RGB\training_2_frame_005.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_006,result_pic\from_source_tifs\RGB\training_2_frame_006.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_007,result_pic\from_source_tifs\RGB\training_2_frame_007.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_008,result_pic\from_source_tifs\RGB\training_2_frame_008.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_009,result_pic\from_source_tifs\RGB\training_2_frame_009.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_010,result_pic\from_source_tifs\RGB\training_2_frame_010.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_011,result_pic\from_source_tifs\RGB\training_2_frame_011.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_012,result_pic\from_source_tifs\RGB\training_2_frame_012.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_013,result_pic\from_source_tifs\RGB\training_2_frame_013.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_014,result_pic\from_source_tifs\RGB\training_2_frame_014.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_015,result_pic\from_source_tifs\RGB\training_2_frame_015.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_016,result_pic\from_source_tifs\RGB\training_2_frame_016.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_017,result_pic\from_source_tifs\RGB\training_2_frame_017.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_018,result_pic\from_source_tifs\RGB\training_2_frame_018.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_019,result_pic\from_source_tifs\RGB\training_2_frame_019.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_020,result_pic\from_source_tifs\RGB\training_2_frame_020.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_021,result_pic\from_source_tifs\RGB\training_2_frame_021.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_022,result_pic\from_source_tifs\RGB\training_2_frame_022.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_023,result_pic\from_source_tifs\RGB\training_2_frame_023.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_024,result_pic\from_source_tifs\RGB\training_2_frame_024.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_025,result_pic\from_source_tifs\RGB\training_2_frame_025.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_026,result_pic\from_source_tifs\RGB\training_2_frame_026.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_027,result_pic\from_source_tifs\RGB\training_2_frame_027.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_028,result_pic\from_source_tifs\RGB\training_2_frame_028.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_029,result_pic\from_source_tifs\RGB\training_2_frame_029.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_030,result_pic\from_source_tifs\RGB\training_2_frame_030.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_031,result_pic\from_source_tifs\RGB\training_2_frame_031.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_032,result_pic\from_source_tifs\RGB\training_2_frame_032.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_033,result_pic\from_source_tifs\RGB\training_2_frame_033.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_034,result_pic\from_source_tifs\RGB\training_2_frame_034.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_035,result_pic\from_source_tifs\RGB\training_2_frame_035.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_036,result_pic\from_source_tifs\RGB\training_2_frame_036.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_037,result_pic\from_source_tifs\RGB\training_2_frame_037.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_038,result_pic\from_source_tifs\RGB\training_2_frame_038.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_039,result_pic\from_source_tifs\RGB\training_2_frame_039.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_040,result_pic\from_source_tifs\RGB\training_2_frame_040.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_041,result_pic\from_source_tifs\RGB\training_2_frame_041.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_042,result_pic\from_source_tifs\RGB\training_2_frame_042.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_043,result_pic\from_source_tifs\RGB\training_2_frame_043.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_044,result_pic\from_source_tifs\RGB\training_2_frame_044.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_045,result_pic\from_source_tifs\RGB\training_2_frame_045.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_046,result_pic\from_source_tifs\RGB\training_2_frame_046.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_047,result_pic\from_source_tifs\RGB\training_2_frame_047.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_048,result_pic\from_source_tifs\RGB\training_2_frame_048.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_049,result_pic\from_source_tifs\RGB\training_2_frame_049.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_050,result_pic\from_source_tifs\RGB\training_2_frame_050.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_051,result_pic\from_source_tifs\RGB\training_2_frame_051.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_052,result_pic\from_source_tifs\RGB\training_2_frame_052.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_053,result_pic\from_source_tifs\RGB\training_2_frame_053.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_054,result_pic\from_source_tifs\RGB\training_2_frame_054.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_055,result_pic\from_source_tifs\RGB\training_2_frame_055.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_056,result_pic\from_source_tifs\RGB\training_2_frame_056.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_057,result_pic\from_source_tifs\RGB\training_2_frame_057.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_058,result_pic\from_source_tifs\RGB\training_2_frame_058.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_059,result_pic\from_source_tifs\RGB\training_2_frame_059.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_060,result_pic\from_source_tifs\RGB\training_2_frame_060.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_061,result_pic\from_source_tifs\RGB\training_2_frame_061.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_062,result_pic\from_source_tifs\RGB\training_2_frame_062.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_063,result_pic\from_source_tifs\RGB\training_2_frame_063.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_064,result_pic\from_source_tifs\RGB\training_2_frame_064.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_065,result_pic\from_source_tifs\RGB\training_2_frame_065.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_066,result_pic\from_source_tifs\RGB\training_2_frame_066.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_067,result_pic\from_source_tifs\RGB\training_2_frame_067.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_068,result_pic\from_source_tifs\RGB\training_2_frame_068.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_069,result_pic\from_source_tifs\RGB\training_2_frame_069.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_070,result_pic\from_source_tifs\RGB\training_2_frame_070.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_071,result_pic\from_source_tifs\RGB\training_2_frame_071.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_072,result_pic\from_source_tifs\RGB\training_2_frame_072.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
